
0it [00:00, ?it/s]
1it [00:00,  3.26it/s]
2it [04:16, 150.55s/it]
3it [08:31, 198.28s/it]
4it [12:45, 220.63s/it]
5it [17:01, 233.30s/it]
6it [21:16, 240.68s/it]
7it [25:30, 245.10s/it]
8it [29:44, 247.84s/it]
9it [34:00, 250.24s/it]
10it [38:16, 252.10s/it]
11it [42:32, 253.34s/it]
12it [46:50, 254.78s/it]
13it [51:06, 255.02s/it]
14it [55:21, 255.01s/it]
15it [59:36, 255.14s/it]
16it [1:03:51, 255.05s/it]
17it [1:08:06, 255.13s/it]
18it [1:12:20, 254.81s/it]
19it [1:16:34, 254.48s/it]
20it [1:20:47, 254.02s/it]
21it [1:24:59, 253.51s/it]
22it [1:29:12, 253.34s/it]
23it [1:33:26, 253.51s/it]
24it [1:37:38, 253.06s/it]
25it [1:41:52, 253.40s/it]
26it [1:46:05, 253.16s/it]
27it [1:50:17, 252.92s/it]
28it [1:54:31, 252.98s/it]
29it [1:58:43, 252.80s/it]
30it [2:02:56, 252.82s/it]
31it [2:07:07, 252.48s/it]
32it [2:11:20, 252.63s/it]
33it [2:15:33, 252.56s/it]
34it [2:19:44, 252.17s/it]
35it [2:23:56, 251.99s/it]
36it [2:28:07, 251.83s/it]
37it [2:32:19, 251.74s/it]
38it [2:36:45, 256.18s/it]
39it [2:41:24, 263.07s/it]
40it [2:46:02, 267.49s/it]
41it [2:50:38, 270.12s/it]
42it [2:54:53, 265.59s/it]
43it [2:59:34, 270.20s/it]
44it [3:04:14, 273.10s/it]
45it [3:08:55, 275.37s/it]
46it [3:13:36, 277.02s/it]
47it [3:18:16, 278.11s/it]
48it [3:22:57, 278.94s/it]
49it [3:27:41, 280.22s/it]
50it [3:32:22, 280.55s/it]
51it [3:37:04, 280.95s/it]
52it [3:41:47, 281.55s/it]
53it [3:46:29, 281.80s/it]
54it [3:51:12, 282.08s/it]
55it [3:55:55, 282.28s/it]
56it [4:00:39, 282.91s/it]
57it [4:05:23, 283.16s/it]
58it [4:10:06, 283.11s/it]
59it [4:14:51, 283.73s/it]
60it [4:19:35, 283.94s/it]
61it [4:24:06, 280.02s/it]
62it [4:28:27, 274.41s/it]
63it [4:32:49, 270.59s/it]
64it [4:37:09, 267.24s/it]
65it [4:41:34, 266.62s/it]
66it [4:46:00, 266.63s/it]
67it [4:50:26, 266.43s/it]
68it [4:54:49, 265.26s/it]
69it [4:59:29, 269.84s/it]
70it [5:04:06, 271.95s/it]
71it [5:08:46, 274.35s/it]
72it [5:13:27, 276.20s/it]
73it [5:17:49, 271.95s/it]
74it [5:22:08, 268.02s/it]
75it [5:26:29, 266.08s/it]
76it [5:30:47, 263.65s/it]
77it [5:35:06, 262.17s/it]
78it [5:39:24, 260.82s/it]
79it [5:43:42, 260.14s/it]
80it [5:48:00, 259.56s/it]
81it [5:52:21, 259.89s/it]
82it [5:56:43, 260.59s/it]
83it [6:01:06, 261.37s/it]
84it [6:05:29, 261.65s/it]
85it [6:09:51, 261.81s/it]
86it [6:14:13, 261.77s/it]
